,book_title,star,title,format,review,helpful,sentiment
90,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,It brings excitement to a keto diet,Format: Paperback,"First, looking through the book I forgot that it is a keto book, I was drooling at so many of the pictures. The recipes are easy to follow and the carb information is so plain and simple to find. The recipes I’ve tried have turned out great, my entire family loves them.",One person found this helpful,1
91,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great Recipes!,Format: Paperback,Kendra writes a forward that is so helpful to anyone that follows the Keto or Low Carb lifestyle! Great intro for beginners or the seasoned low carber. She taught me a few things I didn't know & reminded me of things I did but had forgotten. The recipes are easy to follow & prepare & they are good! I would recommend this cookbook to anyone wanting to get healthier.,,1
92,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Pictures, tips and shopping lists!",Format: Paperback,"I am such a visual person. This book allows me to just flip through and decide what looks good, then make it. There is a picture for every recepie and great tips throughout! Foods that I didn't know I would like, I loved in the recepies we have tried! My husband and kids are just eating right along with me with no complaints...and no leftovers because they are loving it. My youngest loves to cook and really loves when she knows what the finished project should look like. Keto or not, if you are looking for new recepies with food with amazing flavors, this is the book for you! Kyndra Holly, you are amazing, I feel like you made this book for me! Thank you!",,1
93,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Makes eating low carb easy!,Format: Paperback,I have made A LOT of the recipes in this book and they have all been DELICIOUS. I'm a very picky eater and a sugar addict and this book allowed me to make the switch. I can't believe this book has any negative reviews at all... really there isn't one thing I would change about it. Thank you for a great recipe book!,,1
94,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Making Keto Life Simple and Scrupmtious!,Format: Paperback,"Craveable Keto changed my keto lifestyle! This recipe book has given my family and I so much more variety that we forget that it's ""keto"". The recipes are so simple to read and make. I love how each recipe easily lists the net carbs and fat content. The meal plans in the back are super useful as well and take a lot of guess work out of figuring out what to eat for the week. I have shared this book with everyone who asks me about starting the keto diet. This is my keto bible!!",,1
95,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great alternatives to sugars and gulten,Format: Paperback,"Every recipe has a picture. Every recipe has a break down of the macro nutrients. I tried several dishes and they are all good. A lot of the ingredients are used in several dishes so you won't waste money on foods you will never use again. There are also versions of foods you love without the sugars, carbs and gluten.",One person found this helpful,1
96,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Love these!,Format: Paperback,"This is my first Keto cookbook and with so many choices out there, I relied on the reviews to guide me. I have not been disappointed by the taste and the ease of following the instructions. If you're only going to buy one book, this is a good one to have. It has a lot of variety and recipes that you will use again and again.",,1
141,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,No Better way to regain your Health,Format: Paperback,"Kyndra has really outdone herself this time! I have every cookbook of hers, follow her blog and don't know how we survived before her awesome recipes and helpful tips. Craveable Keto is a walk through Kyndra's life and Ike lving your own with so much to relate to. For the first time you can really understand Keto and although we are just low carb/ no carb in our eating plan this has given us a whole new level of adventure and success in our healthy eating. The recipes are each one so delicious and easy to prepare and continue to follow her easy guidelines of all her other books and recipes! No doubt this is the best one yet and can't wait until the next one! Kyndra you are a true Angel to us all! Thank you",,1
142,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,I knew I liked Kyndra's stuff because I followed her blog as well,Format: Paperback,"I just got the cookbook maybe a week ago and I've already made a few recipes! I knew I liked Kyndra's stuff because I followed her blog as well. But this cookbook has so many great ideas that taste phenomenal! And, I would never think to do the things she's done with it. It makes me want to get some of her other cookbooks as well! Thanks Kyndra, for helping me keep on Keto track!!",One person found this helpful,1
143,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This book is a total game changer!,Format: Paperback,"OMG...this is the 2nd book I bought because I had to buy one for my daughter! The ""JustLike the Real Thing, Lasagna"" is the best tasting lasagna I've ever had and my son who loves lasagna and lost over 80 pounds on the Keto diet loves it. I've made several recipes so far and am amazed that they are all low carb and delicious! Love, Love it! Thank you Kyndra D. Holley for all the awesome recipes!",,1
144,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,More than a cookbook - it is a ticket to success!,Format: Paperback,"Received my copy yesterday. 5 hours later, I still couldn't put it down! Great recipes and spot-on information. Kendra Holley shares her life journey, fabulous tips, and offers the reader real encouragement. Craveable Keto is real food for body and soul!",One person found this helpful,1
145,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,A new favorite,Format: Paperback,"This cook book is full of pictures and suggestions. This girl can cook. I try a different Keto cook book from a friend and after trying four recipes that I did not like, I gave up on it and return it. My diet group rave about this cook book, so I bought one. This is the best cook book I own and I will probably buy another one of hers. I am still working my way through it and had not found a recipes I dislike. I thought the radish Obrein ,would be one since I hate radishes, but to my ,I like them cook. So far I am only doing breakfast and main dishes. I made Taco slaw several times. I now make my own salad dressing and spices. I need to find somewhere that sell spices in bulk.",,1
146,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This cookbook stands out above the rest.,Format: Paperback,"Wow. I have several keto cookbooks, many of which I thought were the best...until this one. This cookbook stands out above the rest. Food photography is great, layout, writing- all A+.
Looking forward to making almost everything in this book.",,1
147,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,The best cookbook I own!,Format: Paperback,"This is my favorite cookbook! We have tried a few of the soups and they are delicious. The main dishes and sides we have made are wonderful too. You would never know any of them are low carb/Keto that’s how good they are. I love the pictures for each recipe and how easy they are to follow. I also love how she gives little tips, information, and stories about each recipe. I would recommend this cookbook to anyone whether they eat low carb or not. It’s that good! Try the Italian Wedding Soup! I could literally eat it every day.",,1
148,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Kyndra does it again!❤️,Format: Paperback,"I LOVE this cookbook! So many great recipes. And what I really love is that Kyndra knows what she's talking about from experience! I've followed her on her blog and I thought it was time I tried one of her cookbooks. You will not be disappointed, great, great recipes! I also bought her Happy Hour book! So excited, back to cocktail hour by the pool this summer. Thank you, Kyndra!❤️",,1
149,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Delicious and Easy!,Format: Paperback,"I honestly could not give this book enough stars! It has saved me so many times with delish and easy to follow recipes of my favorite foods. The author shares her own - very interesting health journey in a totally relatable and authentic way. She covers all of the Ketogenic basics and gives a ton of information on how to start, how to eat out at a restaurant, eat Keto on a budget and much more. The pictures are just beautiful! I use her cookbooks all of the time! My fav recipes: Pizza Eggs, Eggroll in a Bowl, Everything Bagels, Parmesean Garlic Wings, Lasagana and SO many more! Craveable Keto is my fav! If you are looking for a great Keto recipe book- look no further!",,1
150,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Mouthwatering cook book!!!,Format: Paperback,"Love this cook book!! I made the Zuppa Toscana recipe from the cook book and looks almost identical to there's except for the fact I used kale instead of spinach. I can't wait to try all of the recipes in this cook book. And the best part is they are easy (because I hate to cook, lol) and you can actually find the ingredients in the grocery store. I highly recommend this cook book.",,1
152,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,So worth buying!,Format: Paperback,"OMG! Get this book! It is a wonderful resource for Keto/low carb lifestyles. It is well written and the pictures are great. It has so many wonderful recipes, Im super excited to try some of them out. So far, this is the best keto cookbook out there that I've seen or purchased. Great job!",One person found this helpful,1
153,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great Book for Beginners,Format: Paperback,👌🏾 Loved this Cookbook. I stated keto a few days before I bought this book. Between August and this review (Nov 14) I have lost an additional 16 lbs and I work out twice a week( Zumba and Kickboxing),One person found this helpful,1
154,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,OMG.... I am loving the foods ...,Format: Paperback,"OMG.... I am loving the foods in this cookbook. Lots of variety and I like that this author kind of mirrors my own struggles with health. Because of this book, I bought her other ones and after looking through them, I'm anxious to make the recipes in those books as well, I just can't eat fast enouigh to keep up with everything I want to try, so restraint is becoming a problem.",,1
155,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Great, real recipes",Format: Paperback,"For someone starting out or for the die hard, seasoned ketoer, this is a must have! Simple, easy to follow directions! I haven't ran across a recipe the family dosen't love. Love to cook again, find passion in this new life!",,1
156,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Best Keto book I have,Format: Paperback,"My family loves these recipes and they're simple enough for the kids to make on their meal turns. This was my first experience with her recipes but I'm looking for more by her. She has a very useful blog, too. I'll buy more titles from her.",,1
157,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,LOVE this cookbook,Format: Paperback,"LOVE this cookbook! The layout is awesome, love that each page is devoted to a recipe with photos. The book is full of great information for those who are living the keto lifestyle. We had the Mac Daddy Salad tonight and hubby loved it! He literally is eating it as I type and looked at me and said, ""this tastes just like a big mac without the bread, it's really good!"" I have tagged so many pages with recipes to try. Next on my list is the Thai Peanut Chicken. Thank you SO MUCH Kendra, for all the hard work and your delicious recipes!",One person found this helpful,1
158,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Easy but tastes like a difficult dish!,Format: Paperback,"Fantastic cookbook. I have made a lot of dishes from this cookbook and everyone of them were delicious. When I cook a dish from a cookbook, I usually tweak it but not here. Each dish is perfect as is!!!",,1
159,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Reuben Biscuit Sandwiches...do I need to say more?,Format: Paperback,"I have made several of the recipes out of this book and they are DELICIOUS! My non-keto family loves them, too, which is very important to me since I am the cook, mom, etc. The Reuben Biscuit Sandwiches are worth the price of the book! Tonight I am making the Peanut Chicken Skillet and my whole family is looking forward to it :)",,1
160,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Top 3 reasons I bought this book,Format: Paperback,"Top 3 reasons why I bought this this book and why I’m equally glad I did.
#1 The author. Kendra is authentic and personable. Her story is the real deal. Transparency always wins with me.
#2 Pictures. Standing in a book store, I will always choose a cookbook with pictures over one without.
# 3 The recipes duh. I routinely make her recipes as part of my Ketogenic diet. Her food is fun and yummy, never boring and never “dirty”.

@my.best.keto.life",,1
161,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,The best keto cookbook I've ever found,Format: Paperback,"I've only made a handful of recipes from this book so far, but every single one has been amazing! Some years ago, I tried making mashed cauliflower with just terrible results. Kyndra's mashed cauliflower recipe is out of this world good! My husband actually couldn't even tell it wasn't his beloved mashed potatoes! I love how many recipes there are and that each recipe has it's own picture. Plus, all her tips in the beginning are beyond helpful if you're trying to transition to keto or even just trying to eat fewer carbs.",,1
184,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Love this book!,Format: Kindle Edition,"I came across this book because I kept coming across her website with fantastic recipes! I have a lot of great keto books and this is one of my favorites. I am pre-ordering her new 30 minute cookbook too since I am a married, working and a busy mom of three boys. Thank you so much for all the time you have put in to these recipes and for sharing your story. I could relate on several different things.",,1
185,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,The recipes are easy to make and absolutely delicious,Format: Paperback,"I've only recently started the Keto WOE (way of eating). This book has been instrumental in my success. The recipes are easy to make and absolutely delicious. In addition, the recipes are for meals that use ingredients readily found and not utilizing products that I would never purchase or couldn't afford to purchase. If you or someone you know is utilizing the Keto diet, this book is an absolute necessity if they want great food to help them succeed.",,1
186,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must buy for your low carb/keto lifestyle,Format: Paperback,"I have bought many of cookbooks over the years and usually left disappointed...mostly because there are only maybe 1 or 2 recipes that are really worth trying....But not this one! All the recipes are with normal everyday ingredients and very adaptable. I have made at least 6 dinners and have had the book for 2 weeks. Very easy to use, my whole family likes the ones we have tried. And I have twin 7 year olds....I just add pasta for their meals. The carb count is listed which is handy.
If you are doing the low carb/keto lifestyle this boom is a must!
Only part that I felt wasn’t necessary was some of the introduction of the book. I’m only putting that in here since amazon asks for that.",,1
187,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Favorite Cookbook!,Format: Paperback,"Being new to the keto lifestyle I wanted to find a cookbook that could give us exciting meals to try. Every recipe I've made so far is amazing!!! The ingredients are common and recipes are fairly straightforward to make. The other added benefit is the intro to keto with helpful tips. One of my favorites features are ALL of the pictures and there are many! Each recipe has a picture and that is a huge plus for me.
I highly recommend this book!",,1
188,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,I've followed Kyndra for a couple years now and LOVE her recipes so buying her cookbook was a no-brainer,Format: Paperback,"I've followed Kyndra for a couple years now and LOVE her recipes so buying her cookbook was a no-brainer! I was not disappointed! I have made several recipes from Craveable Keto so far and all of them have been a hit!

Egg Roll in a Bowl - the BEST meal prep for easy, yummy lunches (double it!)
Bagels - Just awesome and so versatile!
Green Goddess Chicken Dip - was devoured at a cookout I went to recently
Lemon Sherry Chicken - great weeknight meal!

Kyndra, please, please, please keep doing what you are doing! For the rest of us, you make our lives easier and tastier! Thank you for your hard work!",,1
189,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Awesome read very informative, beautiful photos",Format: Paperback,"Beautiful illustration, I’m so excited Kyndra shares wonderful low carb meals. Showing that it’s not a boring way to eat, good Whole Foods without all the crap. This lifestyle is very attainable to Live you’re best healthy life.",2 people found this helpful,1
190,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Excellent Cookbook,Format: Paperback,Excellent cookbook for anyone following a Keto diet or anyone who just wants to eat healthy. It has lots of information and then the recipes are easy to follow and most seem to be every day type recipes. Not alot of exotic ethnic recipes that many cookbooks want to put in nowadays.,,1
191,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Delicious Keto Recipes,Format: Paperback,"Of all the books I've read recently, this one had the most delicious recipes! Many of the recipes are only a few ingredients which makes doing Keto fast and easy! Lots of great info in addition to the recipes too.",,1
192,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Fantastic book!,Format: Paperback,"This cookbook has helped me tremendously especially with the bagel recipe which can be used for so many things. I strongly recommend this book to anyone who needs a variety of foods, there are plenty of different options in this book",One person found this helpful,1
193,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Buy this book! It is so good,Format: Paperback,THE beat cookbook in my kitchen. Our use this book several times a week and highly recommend the recipes. Love love love it thank you Kendra ! I had mine spiral-bound for less than four dollars and it is even better,One person found this helpful,1
205,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This is a must have book for Keto Dieters!,Format: Paperback,"I ordered this book because I needed some help embracing the whole keto diet experience. This is the perfect book for me! It not only has amazing recipes, but also gives great tips and ideas for shopping on a budget, preparing food for the week and staying motivated. I have reviewed quite a few books about the keto diet and this is by far my favorite which is why I ended up buying it.",,1
206,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Love Craveable Keto!,Format: Paperback,"This is the best ob all the low carb books I have bought!! It is so easy to follow along with how to's, the recipes do not have a bunch of stuff I can;'t even pronounce! It is real, good, loveable food!! These recipes and the help section, make it very easy to do low carb!",,1
207,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Awesome recipes,Format: Paperback,"This book is AMAZING!!!! I've only had it a short while, but have made several recipes and shared same with my sister. She is not doing Keto but has enjoyed these recipes. I Actually just sent her a copy of the book from Amazon as well! Now we can totally try all these incredible recipes. Thanks for the book. Highly recommend it!!!",,1
208,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,I am in love with this cookbook,Format: Paperback,"I am in love with this cookbook! I ave many Keto cookbooks, and this one shot right to the top of my list as a favorite. I've made the Pork Egg Roll in a Bow, Creamy Herbed Bacon and Egg Skillet, Barbecue Dry Rub Ribs, Roasted Broccoli and Salted Caramel Nut Brittle. All fantastic! I've also made her Chicken Pot Pie.. incredible.. and I have the Lemon Caper Whole Roasted Cauliflower in the oven now:)",,1
209,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,A MUST HAVE!,Format: Paperback,"You need to own this book! I promise you will not be disappointed! Kyndra is so authentic and open with her readers: you truly get to know her story and she feels like a friend. Craveable Keto is SO much more than a cookbook! The beginning reads like a journal, followed by her boundress knowledge and tips. The recipes are easy to follow, ingredients are simple. You will want to cook what's ok each and every page!",One person found this helpful,1
210,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,My favorite keto cookbook,Format: Paperback,"I use this keto cook book hands down the most often when meal planning. I just find that of all the keto cook books I have (and that’s a bunch) this is the one where the recipes are consistently good, and there’s enough variety that it’s easy to pull together a week’s worth of meals with minimal effort. I like that we can have Asian one night, Mexican another, soups, salads, crock pot options etc. it just makes my life easier and the food is great.",,1
211,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Keto must have,Format: Paperback,"This book covers every craving a Keto dieter would have! It’s easy to follow the recipes and the meals are tasty. My husband has been really enjoying the cookies, dinners and breakfast recipes.",,1
212,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,... diet for 17 years now and have collected many great recipe books over the years,Format: Paperback,"I have been managing my type 2 diabetes very successfully with a low-carb higher-fat diet for 17 years now and have collected many great recipe books over the years. I told myself I wasn't going to buy any more - ever again! But then this one came along, and it looked so attractive I couldn't resist! I'm so glad I gave in to temptation because it's a wonderful book and well worth adding to my collection. The explanation of a keto diet is interesting and well worth reading, but the recipes are SOOO good. Nobody contemplating starting a low-carb has to worry about whether they will be able to find enough good things to eat if they own this book!",,1
213,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Our GO-TO recipe book!!!,Format: Paperback,"LOVE love love this recipe book! Great intro information and I have not tried one recipe that I did not like! Special shot out to the “just like the real thing” lasagna, the zuchinni noodle pesto chicken pasta, the Keto bagels, easy maple pancakes, peanut skillet chicken, and balsamic chicken.....this is our go-to meal planning for the weekdays. Super easy to follow, very colorful pictures, break down of meal plans, and expansive intro of what foods and substitutes are best.",,1
214,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Every low-carber need this amazing book!,Format: Paperback,"This book is beautiful, full of amazing photos, and not just packed full of yummy sounding recipes, but also full of keto tips/tricks and giving us more insight into Kyndra's life. If you're on the fence trying to decide if you should but or not, GO FOR IT! You won't be disappointed! Thanks Kyndra (and Jon for the support I know you give her!) for yet another wonderful book!",One person found this helpful,1
219,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must have Keto Cookbook in your collection.,Format: Paperback,"I love love love this cookbook! It is full of beautiful pictures so you know what it should look like. This cookbook is filled with everyday foods that you can find, which is huge for a keto diet. Kyndra has lots of tips and instructions in this cookbook. I have other keto books but this by far is my favorite and use it all the time. I have loved everything I have made, and the best part is so did my picky child. I have ordered her other cookbooks and can't wait to use them as well. Best Keto cookbook ever!! You wont be disappointed in this charm. If you are looking to add to your keto cookbook collection this is a must! Thank you for making such amazing cookbooks!",,1
220,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This cookbook is awesome. I have made quite a few of the ...,Format: Paperback,"This cookbook is awesome. I have made quite a few of the main dishes and I can’t stress how flavorful the food is! I love how they are simple and Kyndra has little tips with a little paragraph about the dish which makes it interesting to read and she has a sense of humor that comes thru her writing. I highly recommend this cookbook for the variety of recipes and so far we already have favorites that are on our weekly menu. Working on making all the dishes because so far, we have not tried one that we didn’t like. 😊",,1
221,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Excellent ""comfort food"" recipes for Keto",Format: Paperback,"This is a wonderful book full of comfort keto recipes. They are easy to follow and even my husband can prepare these items. There is also a ton of extra information for new keto folks. I haven't had it long, but my pages are already food-stained, which is a sign that this is already and will continue to be a well-used book in my house. The dessert recipes are especially wonderful - the Mason jar ice cream is sinfully wonderful.",,1
222,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,... book is so well organized and has so much wonderful information. The recipes are very tasty that even ...,Format: Paperback,This book is so well organized and has so much wonderful information. The recipes are very tasty that even my kids like them and my kids are so picky. I definitely recommend this book to a beginner or even a long time ketoer. I am looking forward to her future books as well.,,1
223,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Great Cookbook, Pictures and Recipes.",Format: Paperback,"This Cookbook is chock -a-bock full of delicious, easy to follow low carb yumminess. It has been a great tool for keeping me on track (down 14 Pds, husband is down 18). I got a different low carb/keto cookbook by another auther, i've only made a couple of those recipes, too many steps, hard to find ingredients, not many pictures. BUT all the Recipes in Craveable Keto are things i want to eat, things that would normally seek out to eat. I've made many of the items, multiple times because they are so easy and delicious, Highly, highly recommend for a low carb/ Keto lifestyle.",,1
224,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must-have!,Format: Paperback,"Every recipe we have tried so far has been FANTASTIC. This is a must-have in every kitchen, whether you are fully keto or just trying to make healthier choices and substitutions. These recipes are proof that healthy can be very fun and delicious!",,1
225,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,My New favorite cookbook!,Format: Paperback,This is my new favorite cookbook. I love that the recipes are easy even for a beginner! I enjoyed that Kyndra has gave her testimony of where she started and is now. I would highly recommend and would purchase again,,1
226,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,I love everything Kyndra,Format: Paperback,"I love everything Kyndra, so I am not surprised that I love this book. I have made four of the recipes so far, and they were all delicious. The recipes are simple and appealing...nothing too complicated to try and figure out. The pictures are gorgeous also. I love that she shared so much about herself and her journey.",One person found this helpful,1
227,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Truly Craveable Keto Cookbook,Format: Paperback,A bit of background...I have lost 80 lbs in the last 6 months. Through reading Dr. Jason Fungs book on fasting. Now I have transitioned to intermintit Fasting and Keto eating. This cooking book has exceeded every expectation I had. It is so well layers out and so simple to follow. I give it 5 stars +,,1
228,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Kyndra is one of my favorite low-carb, Keto authors",Format: Paperback,"Kyndra is one of my favorite low-carb, Keto authors. I have 2 cookbooks of hers. They have great recipes and nice pictures. I use them frequently! I give her books to friends starting their low carb journey because Of the great selection of recipes that are always delicious and are easy to follow.",,1
238,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This Cookbook has creative and delicious Keto Recipes,Format: Paperback,"This is by far my favorite Keto Cookbook. The recipes are different and easy to follow. Love the pictures and the cross referencing in the back. Even if you have other resources, I highly recommend adding this to your collection. I recommended this to a friend who has been doing Keto for several years and he agrees, this is the best he has seen also.",,1
239,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Love this book!,Format: Paperback,I love this cook book! It is tied for my favorite. I have made several of the recipes in it and not only are they delicious but the directions are simple and easy to follow. I’m very happy with my purchase!,,1
240,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Excellent Keto cookbook!,Format: Paperback,An amazing Keto cookbook with nutritional info and pictures to every single recipe. There is so much more to this cookbook than just recipes. Great for a beginner or anyone on the ketogenic diet. I love it! Everything I’ve made is delicious!,,1
241,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Love, Love, LOVE!",Format: Paperback,"This cookbook has been so helpful for me during me Keto journey. I have only had it for a couple of weeks but I have tried several recipes and they have been nothing short of delicious! Everything I have tried has been easy and I am able to make each recipe in a reasonable amount of time. The best part is that most of the ingredients are things that you already have at home if you are already following the Keto diet. I highly recommend this cookbook if you are beginning your journey or if you are more advanced. By the way, Kyndra Holley is the sweetest person and is very responsive on social media!",,1
242,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must buy!,Format: Paperback,Must buy- personal story’s but written from the heart with great quality of cooking. Tought me new ways of eating... or at least attempting to try. Opened my eyes with ingredients,,1
243,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Buy it, you won’t be sorry!",Format: Paperback,I’ve been doing low carb and got really bored with the basics. I’ve seen posts about this book being great so I ordered it. The receipes are easy to follow and delicious. They don’t have the eggy taste a lot of things have. So glad I bought this book.,,1
244,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,A must for Keto lovers,Format: Paperback,"Wonderful book! Comprehensive guide for how to think about starting and sustaining a Keto lifestyle with great insights, advice, and recipes with beautiful photos that are easy to follow, taste great, very highly recommended!!",,1
245,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This Cookbook is FUNCTIONAL,Format: Paperback,LOVE this cookbook. EVERY recipe I've tried has been ahhhhsome!!!! Thank you!!! Try the Salad Dressing recipes. NO MORE upset stomach from processed garbage!! Thank you thank you thank you!!!!,,1
246,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Bursting with yummy goodness,Format: Paperback,Sooooo I love this book! Has all the nutritional values posted! Even the fiber! Easy to read... I’ve made 3 recipes alone today! Not just another cookbook. Love the tips and tricks also the spice combinations...had to go get spice jars today! Lol. Hope to meet you in SF on your tour... IF I can get a sitter ;) on that note the chewy flourless chocolate chip cookies are toddler approved (well 23 1/2 mo.) which is saying A LOT!,One person found this helpful,1
247,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Amazing!!,Format: Paperback,Only had this cook book for a few days and already love it so much! The recipes are so full of flavor and not hard to prepare at all. Get this book! You won’t be sorry!,,1
249,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Excellent keto cookbook!,Format: Paperback,"Excellent cookbook. Easy, delicious, and decadent recipes. Beautiful pictures. Every recipe I made was wonderful. I now buy this book to gift it to friends and family interested in getting started with keto, and those who want more ideas.",,1
250,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Delicious!,Format: Paperback,"Craveable Keto is so awesome because not only is it a cookbook but it’s also about Kyndra’s personal journey. It’s very inspiring! The recipes are delicious and easy. The Pork Eggroll in a Bowl is the best recipe I’ve come across. My nusband’s favorite is the Pan seared chicken with balsamic cream sauce,mushrooms and onions. The recipes are so decadent and easy to make!",,1
251,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must have Keto cookbook,Format: Paperback,Love this cookbook!!! I have quite a few Keto cookbooks and this is one of my favorites! Must have if you are following ketogenic eating.,,1
