,book_title,star,title,format,review,helpful,sentiment
447,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,Just get your recipes online. Google search or Pinterest.,One person found this helpful,0
448,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Easy to follow recipes and large variety,,"Easy to follow recipes and large variety. However, I had much better success searching pinterest and the internet in general. Not necessary to go to the expense of buying a book.",,0
456,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,feedback has been that a few recipes are not good or aren't turning out as described in book (ie,,"Purchased as a gift, feedback has been that a few recipes are not good or aren't turning out as described in book (ie: Meatball recipe.) Would not recommend.",,0
457,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,No pics.,,"I'm sure the recipes taste wonderful, but not what I was looking for.",,0
458,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Meh,,"There are no recipe photos and the recipes themselves are pretty uninspired. If you’re looking for basic recipes, then this is for you!",,0
459,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,TYPOS,,"Recipes have typos. For example, page 99 Beef Stroganoff calls for 10 lbs of beef! Same for the recipe on the previous page.
Also, very boring cookbook with no pictures.",One person found this helpful,0
460,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,I didn't like it and returned it,,So many hard to find ingredients. What do you do with the left over ingredients after making a recipe. I didn't like it and returned it.,,0
461,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,The recipes look good and there are many recipes,,"The recipes look good and there are many recipes. However, if you like pictures or occasional pictures of food, this book is not for you. No pictures, except for the cover. Also, the formats of the table of contents and index could be much more user friendly. Finally, once you find a recipe to look up in the book, the page numbers are on the inside of the bound portion of the book. So it's rather difficult to find a specific page. Again, not very user friendly.",7 people found this helpful,0
462,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,"No pictures, it isn’t all black and white",,I prefer a book with pictures and this doesn’t have any at all. It’s a black and white book. Had I known this I wouldn’t of purchased it.,,0
463,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,It would be nice if it had better,,"It would be nice if it had better, more clear directions and how long the programs take. its all guesswork as to how long it will take on each program.",,0
464,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Way too many typos-when I'm reading a beef recipe and ...,,"Way too many typos-when I'm reading a beef recipe and the author says "" rub the chicken with..."" I start to question his accuracy.",,0
465,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,"Good company, not a great book",,I didn’t love this cookbook. It was a little overwhelming as a new instant pot owner; however they refunded my money & I didn’t have to send the product back. I haven’t opened it since but maybe someday.,,0
478,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Looking For More Everyday Recipes,,Has a lot of recipes but not many everyday ones. Many that I would not ever make. Some ordinary ones not in book. Disappointed,,0
479,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,An okay cookbook,,"Not that impressed with this cookbook. Of course, I am not ""addicted"" to my Instant Pot yet either like other people.",,0
480,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Read carefully.,,"This is the worst cookbook I have ever used! Most of the recipes call for the wrong amounts of ingredients. What a mess! Who are these people who say they love the recipes? This author should be ashamed to have his name on this piece of misinformation! Buy only ""Authorized Instant Pot"" cookbooks!",,0
481,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Better resources online.,,"No pictures, you can find better recipes online.",,0
482,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,I didn't like the receipes in this book,,I didn't like the receipes in this book. I purchased it with an insta pot but didn't find it very useful.,,0
483,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Now I have three and can tell you how a waste uf money they are,Format: Kindle Edition,"These cookbooks are all the same.
Now I have three and can tell you how a waste uf money they are.",,0
484,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,"receipes not clear, instructions lacking",One person found this helpful,0
485,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,like how long it takes for x pounds of beef,Format: Kindle Edition,"Recipes were ok. Was looking for specifics, like how long it takes for x pounds of beef, chicken, veggies, etc",,0
486,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,"No pictures, some good recipes.",,"I've tried a few good recipes from the book, and a couple I did not care for. I wish it had pictures.",,0
487,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Not a very good book. It has many typo errors,Format: Kindle Edition,Not a very good book. It has many typo errors. I'm keeping only because it's easier than returning it.,,0
493,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,good recipes for use with the Instant Pot. Could have been written better detail.,,0
494,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Like most cookbooks i will probably use 4-5 recipes,,Like most cookbooks i will probably use 4-5 recipes. I was hoping for more since I do not know this machine.,,0
495,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Nothing to really learn here.,,Just a lift and paste from slow cooker and pressure cooking books to Instant Pot.,,0
496,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,... based on the 5 star rating and am very disappointed. Browsing thorough it I noticed errors in some ...,,I ordered two of these cookbooks based on the 5 star rating and am very disappointed. Browsing thorough it I noticed errors in some of the recipes on the amount of ingredients to use. Also I don't think that the nutrition count can be trusted. There is no way that the split pea soup only has 30 calories. Obviously this cookbook was never proofread. I intend to return both cookbooks because I don't think that I can trust either the ingredients or the calorie count.,5 people found this helpful,0
497,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,This cookbook has a wide variety but not stuff that ...,,"This cookbook has a wide variety but not stuff that would typically be made. I wish I had known as I would not have ordered it. Dissatisfied, yes",,0
498,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,Format: Kindle Edition,not one recipe I wanted to try so I returned it.,,0
499,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,The recipes and ingredients are not interesting or good. I won't return book because it didn't cost ...,,"I'm not impressed at all with this book. The recipes and ingredients are not interesting or good. I won't return book because it didn't cost that much, but it'll go to the back of my recipe cupboard. Recipes from Pinterest are much more appealing.",,0
500,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,"Terrible cookbook with incomplete recipes with bad directions, typos, and more. Definitely would not recommend!",One person found this helpful,0
501,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,I wish this book had pictures of the meals,,0
502,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Error filled recipes and unhelpful directions!,Format: Kindle Edition,"I’m so disappointed and very reluctant to rely on the recipes. Who edited this thing? Beef Stroganoff recipe, that serves 4, calls for ten pounds of beef cut into cubes. Ten pounds for 4 servings?? Beef Bourguignon serves 6 and calls for ten pounds of round steak!! Again with the ten pounds!! Didn’t anyone check for errors??
Then there’s the poultry section. Almost all of the directions call for setting the Instant Pot on the Poultry setting. That would be fine but my brand new Instant Pot 6 quart Lux doesn’t have a Poultry setting. There are no suggestions about how to use the Manual function instead. That makes the Poutry section completely useless to me and anyone else who purchased the IP Lux model. If you’re an Instant Pot beginner, DON’T BUY THIS COOKBOOK! It’s filled with errors and unhelpful directions.",4 people found this helpful,0
548,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Typo errors,,Typo errors. Recipe for beef stroganoff ingredient list has 10 lbs of beef to serve 4. Recipe for chicken thighs instructions reads add chicken things.,,0
549,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,I found a lot better recipie s online. It seems like half the book was fish recipies (yuck),,0
550,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Not worth keeping or returning,,Errors in recipes. Looks like recipes someone printed off the internet. Not worth returning it. Not worth it taking up space.,,0
551,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,there’s some good recipes in this,,"Wish there were pictures included with the recipes but overall, there’s some good recipes in this.",,0
552,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Just an ok cookbook,,Just an ok cookbook,,0
553,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,No pictures!!,,"No pictures! Cookbooks need pictures of finished dishes, this had none.",,0
554,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,This may be the most poorly edited cookbook I have ...,,This may be the most poorly edited cookbook I have ever purchased. Eg. the recipe for Beef Bourguignon on p.98 calls for 10 lbs. of round steak for a recipe that serves six. This guy needs an editor.,4 people found this helpful,0
555,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Don’t buy it!,Format: Kindle Edition,"Save your money. I wish I had.

This book offers vague directions and amounts, and the calorie counts are WAY off! For example, a recipe for stuffed chicken breasts that serves 2 calls for:
2 chicken breasts—— It does not say chicken breast halves, but chicken breasts.
1 piece of ham, cut in half and cooked—-How large is this piece of ham?
6 asparagus spears—-Well, okay, but they might be dwarfed by the 2 chicken breasts.
4 mozzarella cheese slices—-How large?
16 bacon strips—Really? You wrap each chicken breast in 8 strips of bacon.
This comes in, according to the writer, at 270 calories per serving. Unless I have miscalculated, you have more calories than that in just the bacon!

The recipe for beef and broccoli that serves 4 calls for 3 lbs. of beef chuck roast. But good news, it is only 338 calories per serving. Just this much beef is about 1870 calories, but 338 x 4 = 1352. How can that be? And that does not include the other ingredients.

The recipe for chicken and rice calls for 3 chicken quarters, cut in small pieces. Is it the leg quarter or the breast quarter? Do you just chop it skin, bones, and all? The rice is listed in the marinade ingredients. It serves 2 and comes in at 200 calories per serving. 1 1/2 cups raw rice alone is about 1100 calories. The Instant Pot must just cook all the calories out of the food!",8 people found this helpful,0
556,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,Wish this book had some pictures of the recipes.,,0
557,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,This would be great if it showed pictures of the meals/,,0
559,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,"Directions unclear, pots are so different, so many models",One person found this helpful,0
560,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,Format: Kindle Edition,so-so,,0
561,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,No photos,,Recipes are ok- but no photos.,,0
562,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,Weird recipes. Wanted more traditional,,0
563,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,"This book came with the cover on upside down and backward,",,0
564,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,Format: Kindle Edition,This would be so much more user friendly if it had an recipe index in the front.,,0
565,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,No pictures.,,0
566,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,Had to give it away,,0
567,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,Total waste of money.,,0
568,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,Format: Kindle Edition,I never received it!!!!!!!,,0
570,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,"Recipes not bad, but direction on usage not really understandable",,0
571,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,Didn’t apply to our size pot,,0
572,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,"There are; lots of recipes, but a cookbook ...",,"There are ;lots of recipes, but a cookbook with no pictures??? Not for me. Probably will be thrown away:(",,0
573,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Horrible,Format: Kindle Edition,"The worst!!! Recipes are not right! For instance Chicken & Rice recipe has potatoes and no rice.
Proof reading is horrible with mispelled words and duplicate amounts. Save your money!'m",16 people found this helpful,0
574,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,"Three of the first 4 recipes we looked at are confusing, at best, and probably dead wrong.",,"I am surprised so many people think so highly of this cookbook! I found it quite confusing. For example, three of the first four recipes we looked at:
- Page 99, Beef Stroganoff. The stroganoff recipe calls for 10 pounds of beef to create 2 servings. 10 pounds of beef for 2 servings?!!? I'm not feeding NFL offensive linemen! In fact, I doubt I could even pack 10 pounds of beef into a 6-quart Instant Pot!
- page 78, Chicken and Rice. This recipe states ""35 minutes cooking time"". Yet, the individual cooking times add up to 12 minutes. Where did the other 23 minutes of cooking time go? The last sentence of the recipe states ""Add the chicken on the plates with to rice, and serve."" Did anyone bother to proof-read this cookbook? Hint: spell-check is not an adequate proof-reader.
- page 92, Chicken and Noodles. After cooking the chicken, onion, garlic, celery, carrots, stock, blah, blah, blah, the recipe says to ""release the pressure naturally"", uncover the pot, add 1 pound of egg noodles, cornstarch/water mix, peas, lemon juice, parsley, salt and pepper, stir and serve. The recipe says nothing about cooking the egg noodles. Sounds like a pretty crunchy dish to me.

I'll return this book and look for one that has better recipes. I won't waste any more time reading this apparently unedited mess.",4 people found this helpful,0
575,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Do not waste your money,,HORRIBLE!!!! Do not waste your money. I do not recommend.,,0
576,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,like the beef stroganoff that serves 6 calling for 10 ...,,"I returned this book because some of the recipes are odd, like the beef stroganoff that serves 6 calling for 10 pounds of meet. Really? Also, the text on the binding is tiny, so if it's on your shelf you definitely will not be able to know what cookbook it is.",3 people found this helpful,0
577,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Total fail,,"Tried 2 of what should have been easy recipes, chicken/broccoli, and beef/vegetables both were total fails. Cook times much longer than stated due to heat up times. Chicken dish scorched 1/4 inch on bottom. Beef dish sprayed all over cabinets. I’m the end both dishes were fed to the dogs. Book thrown together to captialize on the instant pot craze. Do not buy.",2 people found this helpful,0
578,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,No temperature recommendations on the RECIPES,Format: Kindle Edition,"The book is a nice book it’s not very expensive you get a lot of recipes the only thing is my pressure cooker has a low pressure at a high pressure
the recipes I’ve seen don’t tell you whether to set it low pressure or high pressure so it’s just a trial and error thing kind of a pain in the butt to re-cook it if you find out hasn’t been on the right pressure",One person found this helpful,0
579,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,"I found this a disappointment due to lack descriptions, layout, and overall uninspiring.",,0
581,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Choose another book,,Many typos and omissions. Some ingredients measurements are missing.,,0
582,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Don’t waste your money,,"Don’t waste your money, recipes in this book can be found for free. Will be returning. Would give zero stars if I could.",3 people found this helpful,0
583,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,I was disappointed there are no photos,,I was disappointed there are no photos. Haven't tried any recipes yet but photos would really have helped. I will update at a later time should I change my opinion.,2 people found this helpful,0
584,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Not so good. I was looking for a beginning book especially ...,,Not so good. I was looking for a beginning book especially for my 3 qt instant pot. Recipes are complicated and way too many ingredients.,3 people found this helpful,0
585,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,I wish there were pictures,,0
586,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Wish there were pictures!,,Wish there were pictures!!,3 people found this helpful,0
587,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Fire the proof reader!,,"It seems that some of the recipes are inaccurate. The recipe for beef stroganoff calls for 10, yes,ten pounds of beef to serve 4 people. The oxtail stew requires 2 cups of red wine chopped. Chicken and noodles you add noodles and cornstarch and herbs, then discard the herbs. You never seen to cook the noodles. I thought this book was going to be great, but now I'm nervous about all of the recipes.",2 people found this helpful,0
588,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Very Poorly Indexed,,"This recipe book should not be associated with the 3-quart Instant Pot. Many of the recipes are for 6 or 8 people. It is not well indexed. If you go to the back of the book the recipes are indexed by the first letter of the recipe. For example, look for ""oatmeal"". It is not there; you need to look for ""Delicious Pear Oatmeal."" Indices should not be indexed by the adjectives describing the recipes.",2 people found this helpful,0
589,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,No pictures,,"Very dissappinted to find this cook book has no pictures! In addition, I realize it is paperback, but it is a low quality paper. It will be very quickly ruined in a kitchen! I'm returning.",9 people found this helpful,0
590,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Recipe index really needs to be better arranged,,"While there are a lot of great recipes, the index really needs to be better arranged. I have sausages, look up sausage and only 1 recipe is listed. but look harder and there are recipes where sausage is listed 2nd in the recipe so it doesn't show under 'S' Recipes like 'cabbage and sausage', 'breakfast sausage and peppers' Same thing for 'ham' and others.",One person found this helpful,0
603,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,A bunch of recipes with too many ingredients.,One person found this helpful,0
604,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Book ok but packaging not!,,"Books fine - got 3. One shrink wrapped, one not but ok, one with a huge barcode sticker on it that I just noticed when wrapping. Ugly! All gifts!",,0
605,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Just not worth it. Inaccurate info...,,"This cookbook should have been proof read. Recipes have mistakes - 10 lbs of beef in beef stroganoff? If you are looking to use an instant pot for healthy meals, and want to know what is in recipe- i.e grams protein, sugar, fat, carbs, etc., the recipes are all over the place. Some chicken dishes have 7grams of protein, some have 41 grams of protein- it just doesn't make sense...
Try a different cookbook- this one is just not worth it.",,0
606,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Not Good.,,No pics.. Well not buy again.. All strange food recipes.. They probably never made these meals in the instant pot. Not happy with product.,,0
607,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Don't buy,,Found the same errors other people did. 10lbs of beef? In an instant pot??? Ridiculous. Wish this had more bad reviews and I would have saved my money before buying it,,0
608,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Don't waste your money!,,"This is absolutely the worst cookbook I have ever tried to read. I believe the reviews that it is a poor translation from Chinese and that the good reviews are unverified reviews from China. One recipe calls for 10 lbs of beef in a recipe serving 4. Another calls for 1/2 teaspoon of chicken salt. I am really glad that I only spent $2.99 instead buying the paperback copy. I am disappointed that Amazon promotes this as most popular. I wish I had read the reviews before buying, and I am now worried about my purchase, not yet received, of the Instant pot, which was also very favorably reviewed.",22 people found this helpful,0
609,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Recipes are overly complicated. The whole point of the ...,,Recipes are overly complicated. The whole point of the Instant Pot is ease and speed. No photos. I would not buy again.,,0
610,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,Not one picture of any of the dishes. Lots of recipes.,One person found this helpful,0
611,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,A little discouraged that I found a typo in the ...,Format: Kindle Edition,"A little discouraged that I found a typo in the very first 5 minutes of reading it. Kindle version has no photos, and the kindle app is not available for my Samsung tablet.",,0
612,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,"Not many recipes I want to try. Calls for ingredients I don’t use, such as squid. :/",,0
614,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,There are a few good recipes in this book,,"There are a few good recipes in this book, so it is okay for the price. But it does not have any section for one pot meals, it still has you using the stove or oven for part of the meal on several recipes. It is not as practical as I was hoping.",,0
615,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Two Stars,,I was not impressed with these recipes at all.,,0
616,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,no pictures,,no pictures....online is more helpful,,0
617,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,I would have liked a few pictures,,0
618,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,Wish it had pictures,,0
619,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,Only a type written book. Doesn’t look professional.,,0
620,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,Not a good cookbook for the American market,,It had some strange recipes that most Americans wouldn't be interested in such as stuffed squid and octopus stew.,One person found this helpful,0
621,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,One Star,,Yikes! Should have read the negative reviews before i ordered.,One person found this helpful,0
622,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Three Stars,,Not what we was expecting but still a decent cook book,,0
623,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,No pictures?,,While the recipes instructions appear straightforward - be advised that there are no pictures whatsoever in the cookbook. Returned it as that was a dealbreaker for a novice cook like myself,5 people found this helpful,0
640,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,Needs editing or explanation!,Format: Kindle Edition,"I must admit I just got the cookbook, and the recipes look like they will be good, but...beef burgonionne calls for 10 lbs of beef as does beef stroganoff for 4-6 people! I was making beef burgonionne (sp?) 45 years ago in the pressure cooker, as a kid, and didn't use that much meat! Usually a serving size in beef is well under 1/2 pound per person, like 6 oz.-4 oz.",5 people found this helpful,0
641,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,"Two Recipe Indexes, No photos, ""Made in the USA, 28 November 2017"", and confusing recipes do not make for a great cookbook.",,"I am SADLY disappointed with this purchase. I should have known when I saw it began and ended with indexes of two different styles and a disclaimer that says ""the author and the publisher do not warrant the accuracy of the information...due to the rapidly changing nature of science, research, known and unknown facts and the internet...This book presented solely for motivational and informational purposes only"". It was clearly self-published the day after I ordered it, based on the ""Made in the USA - San BernARdino, CA - 28 November 2017"".

It looks to me that some recipes are pulled from the internet and simplified, and in doing so mistakes have been put into publication. For example, his recipe for Ham and White Bean Soup is VERY similar to the one on the Delicious Meets Healthy website, yet where DMH calls for beans soaked for 1 hour using the Quick Soak Method (which it explains), this cookbook calls for ""white beans soaked for 1 hour and drained"". These are NOT interchangeable instructions. DMH instructions finish with ""Let NPR for 10 minutes, and then QR until all the pressure is out..."" The recipe from this cookbook says, ""Release the pressure for 10 minutes, uncover the Instant Pot...."" It is very unclear on any of the recipes if you are to use NPR or QR.

I DO NOT recommend and will be returning this cookbook and encouraging my daughter to do the same with the one I purchased for her.",21 people found this helpful,0
642,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,This book is riddled with errors and is one of the worst presented books I have seen in my life,Format: Kindle Edition,"Shoddily written, Full of Errors, Dead link on the free gift.

This book is riddled with errors and is one of the worst presented books I have seen in my life.

First off, The cover of the book contains NO correct sentences. The ""paragraph"" on the back is two sentence fragments.
""Only the most flavorful, Test Kitchen & foolproof recipes collection. Cookbook that will make your life easier!""

The title on the spine of the book is different than the title on the front cover. Also the image on the cover is an instant pot rather shoddily Photoshopped into a stock photo.

The ""Free Gift"" of 1000 extra recipes is a link to a blank wordpress website, which has ""hello world"" as the only post.",6 people found this helpful,0
643,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Buy something else!,,"I just received an Instant Pot and this cookbook as a gift and I was so excited to try them both out until I tried to make sense of one of the recipes. The instructions say: cook on “manual setting”. There is no manual setting on the Instant Pot. Brand new to all of this I decided to see if the cookbook has an informative intro that would offer some tips or explanation. No. The intro really offers no helpful information at all and is littered with typos, grammatical errors, and formatting mistakes. I read some of the other poor reviews just now and apparently there are serious errors in the recipes too. This cookbook is a bust. Pick something else!",4 people found this helpful,0
644,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,This book needs a new version published after it has been properly edited for errors.,Format: Paperback,"It appears an editor was not utilized before publishing this book. I’m still trying to figure out how to chop red wine, how 10 lbs of beef can make a dish that serves four, and how to make Colombian chicken in a pressure cooking device that utilizes steam for cooking when the recipe doesn’t include any liquid. Those kinds of gross content errors erode the faith I can have in any of the recipes in this book. The concept is good, and the recipes are interesting, but I cannot risk making any of them without first checking each one carefully to make sure the quantities or measurements are within an expected range. Who has time for that?!?! I have other cookbooks that are in the same price range but don’t have the gross errors in them. This one gathers dust.",,0
645,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,AVOID. IT'S A SCAM,Format: Kindle Edition,"Got this book as a gift, feel really bad for the person who gave it to me because it is obviously self-published, inaccurate and full of mistakes. You can tell it's self-published, there's no info about the author, no publisher information, nothing but the title and the author's name. The disclaimer in the back says none of these recipes are guaranteed to be accurate and it's for ""motivational and inspirational"" purposes only. DO NOT BUY!",4 people found this helpful,0
646,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Poorly assembled and inaccurate recipes,,"You can do a web search and find the original recipe from their source instead of using these error-laden quickly assembled collection. List of ingredients and then not used in the recipe, incomplete or inaccurate measurements or recipes.",12 people found this helpful,0
647,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,2,GOOD: It's cheap,Format: Kindle Edition,"GOOD: It's cheap.
BAD: Needed to be proof read. Did anybody try these recipes before they put them in the book.
Pg 73: 5lbs of chicken thighs, 4 servings .
Pg 99: 10 lbs of beef, 4 servings (big ones!)
Pg 121: Pork Carnitas. This dish requires high temperature broiling or frying at the end to develope the flavor. Not in the recipe.",2 people found this helpful,0
648,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,this is a terrible cookbook riddled with errors,,this is a terrible cookbook riddled with errors !! hopefully I can return it .it gives you total cooking times but on many if you read the recipe the cooking time is either much less or much more,4 people found this helpful,0
649,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Do not invest in this.,,"I received this as a gift. The numerous errors in syntax, the disclaimer regarding accuracy, inaccurate measurements, and strange combinations of recipes ( how many goat meals do you eat?) , lead me to believe this is a mashup of downloaded, unverified recipes.",4 people found this helpful,0
651,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,1,Terrible cookbook! Full of errors!!,,This is a terrible cookbook. There are so many typos (10 Lbs of meat for 4 servings?!? Ingredients listed that aren’t used in instructions?!?). The editor and publisher should be ashamed! I am returning this book and asking for a refund.,2 people found this helpful,0
652,Instant Pot Cookbook: 500 Most Delicious Recipe Collection Anyone Can Cook,3,"Lots of recipes, no pictures",,"There are decent recipes in this book; however zero pictures. Not that I need pictures to cook, its just that it helps to have pictures of various dishes to either get an idea on how the dish should look (color, texture, proportions, etc) or have a recipe that is eye catching and interesting to try. If I'd known this book did not have any pictures, I may have passed on it.",,0
