,book_title,star,title,format,review,helpful,sentiment
248,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Everyone LOVED the water bottle,Format: Paperback,"I ordered these Fruit Infused Water: 80 Vitamin Water Recipe books to go with the: INFUSIONPRO WATER BOTTLES I gave out as my #1 Christmas present this year. Everyone LOVED the water bottle, and I thought this book would compliment the water bottle. The book is wonderful. The small family owned business that I ordered the water bottles & books through on AMAZON are a delight to work with. Please support this small family owned business.",4 people found this helpful,1
249,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Really great recipe's!,Format: Kindle Edition,I love that there's mixtures just for taste and others that have specific health benefits. I already notice a difference in my hydration levels when I'm running.,One person found this helpful,1
250,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Healthy recipes,Format: Kindle Edition,Fruit Infused Water provides excellent recipes for anyone who has difficulty drinking the daily requirements of water needed to stay healthy and hydrated every day. These recipes turn boring old water into amazingly simple and tasty beverages. I don't like to drink plain water and adding fruit will help me drink more water. Great book !,,1
251,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Great book ?,Format: Paperback,"Awesome book there are so many recipes , can't wait to try them all. Since I have it I drink much more water.",,1
288,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,"I really recommend this book, thanks",,1
289,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",4,I absolutely love this product,Format: Paperback,I absolutely love this product! I've been trying to drink more water and thought fruit infusions would be good to try. This bottle is easy to use and clean. The only problem I have is that after 3 days of use the cap to close the lid all the way doesn't work as well as it should. Other than that this bottle is uh-mazing!,,1
290,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,This book offers good ideas of what to add to the water which ...,Format: Kindle Edition,"My husband is not fond of drinking water and he is supposed to drink more water with a heart med he takes. I bought a water bottle that you can use with fruit (infused) and I bought this recipe book ,too. This book offers good ideas of what to add to the water which helps me alter the taste for him. The container, the recipe book, both work for him and that makes this a great purchase. :-)",16 people found this helpful,1
291,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Delicious recipes and great information,Format: Kindle Edition,"This is the first time I had heard of fruit infused water and I am very excited to now be making and drinking them. The lime mint is delicious and so refreshing on a hot Florida day. I like how the drinks are categorized into sections like ""Detox"" and Metabolism"" for example. The book is well written with lots of helpful information. A more refreshing option to smoothies, These are great recipes for getting more herbs, fruits and veggies into your diet. Highly recommend",One person found this helpful,1
292,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Healthier Drinking Opions,Format: Paperback,I ordered this book and have tried a few or the recipes. So far I have loved the ones I tried and can't wait to try the others. I was looking for healthier options for drinking something other then soda and can't stand the taste of plain water. There is so many different optiond I would have not thought of trying on my own.,,1
293,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,A great resource for healthy drinking fans,Format: Kindle Edition,"I'm a huge fan of water. Aside from being made mostly out of the substance, consuming it also does an excellent job at preventing me from dying. Seriously though, some people only drink things like high fructose corn syrup juices, and this is a big problem. Essence of fruit water is something I never thought of before. Since normally the only thing I drink is water, these recipes will make my drinking habit less boring.",One person found this helpful,1
294,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Great if you want more water in your life,Format: Kindle Edition,"I love this book. It has realistic recipes wiyh ingrefients you can get at any of your local markets and they actually taste good. My kids feel like they are creating something, in turn are drinking more water. Good for my entire family.",2 people found this helpful,1
295,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,"Wonderful booklet, so many recipes and great ideas",Format: Paperback,"Wonderful booklet, so many recipes and great ideas. We have had fun trying new recipes and repeating favourites. This is a great way to stay hydrated and cut out all the sugary drinks that add hidden calories, plus you get vitamins and nutrients.",,1
296,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",4,Good recipes,Format: Paperback,Great book with easy recipes. I just wish it was written for a bottle (smaller amount of water) rather than a pitcher.,2 people found this helpful,1
297,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Worth it!,Format: Paperback,Great book. lots of good recipes. Keeps you from getting stagnated with the same old mixes of fruit.,,1
299,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,The book had a good selection of fruit infused water recipes,Format: Paperback,"The book had a good selection of fruit infused water recipes, plus the recipes were easy to follow and the fruit they used were easy to find!",One person found this helpful,1
300,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",4,I like it,Format: Paperback,Bought with an infusion bottle. This gives me a great start using the bottle. I'm still using it and enjoying this,,1
301,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Kindle Edition,Great book has a lot of great drinks,,1
302,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",4,Four Stars,Format: Paperback,No receipt again,,1
303,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,I thought this book's recipes are quite common but there's more to it,Format: Kindle Edition,This book's recipe's are really common that most of us can think of mixing. What facinates me about the content is the brief description of every recipe. The description will tell us either the purpose of each ingridient/fruit or the overall meaning of the mixture. This is good book!,,1
304,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,yum ideas,,1
305,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Wife absolutely loved this! Bought it 3 months ago and it ...,Format: Paperback,Wife absolutely loved this! Bought it 3 months ago and it hasn't been out of the fridge once. Ended up getting one for my mom and mother in law because they liked it so much too!,,1
306,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Makes mornings explosive with flavor,Format: Kindle Edition,An awesome book! I always make sure i have infused waters now for my early mornings. I don't even need coffee in the morning most of the time now.,One person found this helpful,1
307,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",4,Four Stars,Format: Paperback,great gift for anyone,One person found this helpful,1
308,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Good book for beginners at making infusing water,Format: Paperback,Good ideas for a beginner making infused water. Would recommend it. Vendor delivered it promptly and on time.,,1
321,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",4,Four Stars,Format: Paperback,great,,1
322,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Great recipes in this book,Format: Paperback,Arrived on time. Great recipes in this book!,,1
323,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,good investment!,,1
324,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,Perfect for new idea's,,1
325,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,Awesome stuff inside.,,1
326,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,Loved all the recipes in it,,1
327,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,Great recipes,,1
328,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,Works great!,,1
329,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Love the book,Format: Paperback,Very pleased with my purchase,,1
330,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",5,Five Stars,Format: Paperback,"Very satisfied with the product, also arrive sooner than I thought. 

 ",,1
384,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,Definitely was not what I was looking for especially for ...,Format: Paperback,"Definitely was not what I was looking for especially for the price.I got a pamphlet instead of a book
I expected more information as well
For example page33 lavender lemon water
What are the benefits
Are does it affects the body
How often should it be drank all day. 3 time4time as often as you like",One person found this helpful,0
385,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Could have been better,Format: Kindle Edition,"There are better fruit infused books out there. I wasn't happy with the ratio of ingredients, not sure if the author tried out all of these recipes before writing this book as some of them don't work and are so pricey.",,0
386,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Three Stars,Format: Paperback,Gives some good ideas but you can get same on internet,2 people found this helpful,0
387,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Sorry... this is not a book. ...,Format: Kindle Edition,Sorry ... this is not a book ... this could be a website or App. Don't spend your money on this book !!!,2 people found this helpful,0
388,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I wish I hadn't bought it,Format: Paperback,I could have just added fruit to a regular pitcher of water and gotten the same resullts.,,0
389,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,It looks like a book that should already be included with a ...,Format: Paperback,This book is not worth $8. It looks like a book that should already be included with a water infuser.,One person found this helpful,0
390,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Citrus recipes are the best!!,Format: Paperback,Probably should review book higher but disliked the recipes..... Eek we tried several ginger recipes and disliked... Loved citrus recipes though...,,0
391,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Great Ideas,Format: Paperback,"Some of these recipes were not as expected, you could hardly taste the fruit.",,0
392,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Three Stars,Format: Paperback,ok booklet,,0
393,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,not really happy with it,Format: Paperback,"We got the book to go with the infuser, not really happy with it. Doesn't seem to flavor the water.",,0
457,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
458,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
459,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
460,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
461,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
462,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
463,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
465,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
466,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
467,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
468,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
469,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
470,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
471,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
473,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
474,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
475,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
476,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
477,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
478,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
479,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
481,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
482,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
483,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
484,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
485,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
486,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
487,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
489,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
490,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
491,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
492,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
493,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
494,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
495,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
497,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
498,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
499,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
500,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
501,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
502,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
503,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
505,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
