,book_title,star,title,format,review,helpful,sentiment
443,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
444,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
445,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
447,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
448,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
449,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
450,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
451,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
452,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
453,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
454,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
455,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
456,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
458,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
459,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
460,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
461,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
462,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
463,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
464,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
465,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
466,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
467,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
469,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
470,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
471,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
472,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
473,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
474,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
475,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
476,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
477,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
478,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
480,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
481,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
482,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
483,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
484,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
485,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
486,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
487,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
488,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
489,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
491,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
492,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
493,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
494,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
495,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
496,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
497,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
498,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
499,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
500,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
502,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
503,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
504,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
505,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
506,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
507,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
508,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
509,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
510,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
511,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
513,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
514,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
515,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
516,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
517,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
518,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
519,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
520,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
521,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
522,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
524,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
525,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
526,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
527,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
528,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
529,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
530,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
531,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
532,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
533,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
535,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
536,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
537,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
538,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
539,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
540,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
541,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
542,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
543,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
544,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
546,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
547,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
548,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
549,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
550,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
551,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
552,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
553,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
554,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
555,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
557,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much information,Format: Paperback,This book is very well written and easy to read. The professional pictures inspire you to try every recipe in the book. It will definitely be a book that you read multiple times.,,1
558,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an excellent book. Great resource. Love the recipes too!,,1
559,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous book. You can't be disappointed! You already have the ingredients!,Format: Kindle Edition,Love this book. Really good recipes so very helpful to health and we'll being. Easy to understand and follow.,,1
560,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book. This has a lot of good information ...,Format: Paperback,Great book. This has a lot of good information and presented very nicely. I highly recommend it to anyone interested in herbs.,,1
561,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wow!,Format: Paperback,"Wow is all I can say. The book is informative with easy to follow directions for using the herbs in recipes for real life. Great author, great book. I highly recommend!",,1
562,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,I really like this book,Format: Paperback,I really like this book. Easy to read and straightforward. Nice to know a lot of the herbal formula I have already created and now I can try the rest.,,1
563,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely wonderful!,Format: Paperback,"This book is full of great information, clear and concise. I love Rosalee's approach of working with the energetics of herbs, and breaking up the book be individual herb. The recipes are great, and it's easy to use.",,1
564,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Very nice,Format: Paperback,Useful book. Thick and nice quality,,1
565,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book,Format: Paperback,I love this book! I will use this book for years to come. So much useful information and beautiful pictures!,,1
566,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Highly Recommend,Format: Paperback,Love this book! I especially appreciate the scientific references for every piece of information.,,1
568,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,I love this book and I've learned so much about spices and herbs!!,,1
569,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,Good book for those new to using herbs. Nice recipes.,One person found this helpful,1
570,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great Book,Format: Paperback,Awesome book and some very good pictures. Easy to read and understand. Learned some new things and ideas.,,1
571,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Best ever had,Format: Paperback,Oh my!!! This book is amazing. The only book you need. Love this book. Highly recommend,,1
572,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Excellent source of information and simple directions that are easy ...,Format: Paperback,Excellent source of information and simple directions that are easy to apply. Best I have ever read or seen! On my way to learn how to use for my family !,,1
573,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I learned so much and the best thing is,Format: Paperback,I couldn't wait to get my hands on it and it didn't let me down! I learned so much and the best thing is....I can keep going back for referencing any time I want too! Even some of my co-workers have benefited from information in this book! Well worth it!,,1
574,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This book is awesome,Format: Paperback,"I really do like the book. I have had it of course for a short time but I do know this will be a very valuable asset to me and to anyone interested in herbs. This is going on my Christmas list for Daughter, Granddaughter and Daughter in laws. Thanks for a very understandable book",,1
575,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Informative and well written with good recipes. Recommend.,,1
576,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Great book,Format: Kindle Edition,very informative,,1
577,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Great book!,Format: Paperback,"Haven't had a lot of time to look at the book but so far looks good, lots of information, love the colorful photos!",,1
601,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Good Reference Book for Herbs,Format: Kindle Edition,I love how the book is layed out with it being so clear and concise. It has really good visuals as well. I am enjoying making the recipes in the book!,,1
602,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book!,Format: Paperback,"The book is well written, easy to use, and the pictures are beautiful. I can wait to use some of my own summer herbs for the recipes!",,1
603,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,LOVE THIS BOOK,Format: Paperback,"Fantastic book! I highly recommend Alchemy of Herbs to anyone that is first starting their journey into herbs, as well as a seasoned herbalist. Fantastically written and easy to understand!",,1
604,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love this book!,Format: Paperback,I bought this originally as an ebook. I love it so much and want to make notes on it so I'm ordering the paperback version!,,1
605,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs is the best herb book I have come across!,Format: Paperback,"Alchemy of Herbs is the best herb book I have come across! Beautiful to look at, great recipes and a wealth of information.",,1
606,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Great book it came in perfect condition and appears to be very beginner friendly.,,1
607,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,WOW! Better than I expected!,Format: Paperback,this book is beautiful! Rosalee bring to us a new understanding of the herbal world. The photos are gorgeous and the recipes are delicious and effective. You won't be sorry that you purchased this gem.,,1
608,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,worth it,Format: Kindle Edition,one of the best in depth books on the subject,,1
609,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautiful and practical,Format: Paperback,A beautifully colorful book with lovely photography that makes understanding herbal energetics easier for novice herbalists along with practical and tasty recipes to go with each herb.,,1
610,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Far exceeded my expectations! So glad I made this purchase!,Format: Paperback,"I absolutely love this book! I love the layout of the book, the pictures, the quotes, the recipes, EVERYTHING! My only regret with this book is not having the time to sit down and read it cover to cover. It is a BEAUTIFUL wealth of information! Well done!",,1
623,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,:),,1
624,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,The benefits of herbs are accessible to everyone!,Format: Paperback,"As a beginning home herbalist, I have already found this book enlightening, and I'm only a few pages in! Rosalee has made ""everyday herbalism"" finally seem affordable and very accessible for everyone. Thank you for helping to de- mystify the wonderful world of herbs! :-)",,1
625,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fabulous!,Format: Paperback,I absolutely love this book! I bought a book for each of my herbal high school students and they love it too! We are ha omg a blast playing with all these recipes :),,1
626,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great guide,Format: Paperback,Loved this book. Clearly written and herbs can be found in US,,1
627,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Professor recommended and up to date information,Format: Paperback,Decent herbal resource. Professor recommended and up to date information.,,1
628,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Herb-alicious!,Format: Kindle Edition,Great reference book with lots of good recipes to try.,,1
629,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,all ready dd a review,,1
